pais,ano,litros,euros,euros_por_litro
Rússia,2016,489925.0,1993922.0,4.07
Rússia,2017,661039.0,3149486.0,4.76
Rússia,2018,621582.0,3173768.0,5.11
Rússia,2019,683124.0,3077044.0,4.5
Rússia,2020,976051.0,4134660.0,4.24
Rússia,2021,1068394.0,5038742.0,4.72
Rússia,2022,744650.0,2987818.0,4.01
Rússia,2023,595893.0,2472061.0,4.15
Rússia,2024,225047.0,1210471.0,5.38
Rússia,2025,209665.0,1061265.0,5.06
Salvador,2023,378.0,1720.0,4.55
Salvador,2024,2295.0,14888.0,6.49
Salvador,2025,180.0,668.0,3.71
Seicheles,2014,63.0,774.0,12.29
Seicheles,2016,77.0,459.0,6.0
Seicheles,2017,270.0,4500.0,16.67
Seicheles,2018,539.0,6827.0,12.68
Seicheles,2019,1724.0,11374.0,6.6
Seicheles,2021,585.0,4144.0,7.08
Seicheles,2022,450.0,6375.0,14.17
Seicheles,2023,342.0,3141.0,9.18
Seicheles,2024,2655.0,19438.0,7.32
Seicheles,2025,500.0,5459.0,10.93
Senegal,2007,14.0,51.0,3.75
Senegal,2019,342.0,2075.0,6.07
Senegal,2020,428.0,2271.0,5.31
Senegal,2021,360.0,1755.0,4.88
Senegal,2022,833.0,4324.0,5.19
Senegal,2023,113.0,709.0,6.3
Senegal,2024,270.0,1370.0,5.07
Serra Leoa,2008,360.0,1777.0,4.94
Serra Leoa,2018,129.0,898.0,6.96
Serra Leoa,2019,420.0,2904.0,6.91
Serra Leoa,2021,240.0,1644.0,6.85
Serra Leoa,2024,300.0,2180.0,7.27
Serra Leoa,2025,443.0,3313.0,7.49
Singapura,2006,70442.0,470982.0,6.69
Singapura,2007,69089.0,488852.0,7.08
Singapura,2008,62111.0,435773.0,7.02
Singapura,2009,70906.0,431352.0,6.08
Singapura,2010,79132.0,521153.0,6.59
Singapura,2011,107637.0,819233.0,7.61
Singapura,2012,109886.0,787847.0,7.17
Singapura,2013,108772.0,786926.0,7.23
Singapura,2014,121104.0,961742.0,7.94
Singapura,2015,105499.0,830581.0,7.87
Singapura,2016,125973.0,876067.0,6.95
Singapura,2017,162126.0,1146990.0,7.07
Singapura,2018,116290.0,825823.0,7.1
Singapura,2019,89335.0,667177.0,7.47
Singapura,2020,97142.0,862413.0,8.88
Singapura,2021,89351.0,872091.0,9.76
Singapura,2022,114165.0,1390627.0,12.18
Singapura,2023,151214.0,1486764.0,9.83
Singapura,2024,105211.0,1097127.0,10.43
Singapura,2025,80349.0,845296.0,10.52
Sri Lanca,2010,455.0,1650.0,3.63
Sri Lanca,2011,563.0,3162.0,5.62
Sri Lanca,2012,369.0,1497.0,4.06
Sri Lanca,2013,158.0,875.0,5.56
Sri Lanca,2014,653.0,3475.0,5.33
Sri Lanca,2015,842.0,5453.0,6.48
Sri Lanca,2016,4932.0,25752.0,5.22
Sri Lanca,2017,734.0,4558.0,6.21
Sri Lanca,2018,1967.0,11409.0,5.8
Sri Lanca,2019,1058.0,5953.0,5.63
Sri Lanca,2020,1260.0,7639.0,6.06
Sri Lanca,2021,4950.0,34074.0,6.88
Sri Lanca,2022,2484.0,20534.0,8.27
Sri Lanca,2023,5843.0,38246.0,6.55
Sri Lanca,2024,2223.0,14932.0,6.72
Sri Lanca,2025,4613.0,32310.0,7.0
Suazilândia,2006,1958.0,8568.0,4.38
Suazilândia,2007,7898.0,39314.0,4.98
Suazilândia,2008,4478.0,18432.0,4.12
Suazilândia,2009,3015.0,15188.0,5.04
Suazilândia,2010,4185.0,17977.0,4.3
Suazilândia,2011,735.0,2795.0,3.8
Suazilândia,2012,4442.0,18360.0,4.13
Suazilândia,2013,1350.0,6563.0,4.86
Suazilândia,2014,7290.0,33279.0,4.57
Suazilândia,2015,58365.0,119976.0,2.06
Suazilândia,2016,51205.0,106871.0,2.09
Suazilândia,2017,54143.0,116680.0,2.16
Suazilândia,2018,60960.0,167452.0,2.75
Suazilândia,2019,47700.0,107627.0,2.26
Suazilândia,2020,40388.0,95738.0,2.37
Suazilândia,2021,34335.0,111219.0,3.24
Suazilândia,2022,45450.0,121992.0,2.68
Suazilândia,2023,37890.0,140842.0,3.72
Suazilândia,2024,43404.0,176989.0,4.08
Suazilândia,2025,1530.0,6210.0,4.06
Suriname,2012,2010.0,10921.0,5.43
Suriname,2014,675.0,4169.0,6.18
Suriname,2017,3375.0,9410.0,2.79
Suriname,2018,563.0,2984.0,5.3
Suriname,2019,510.0,3100.0,6.08
Suriname,2022,203.0,1094.0,5.4
Suriname,2023,446.0,2585.0,5.8
Suécia,2006,368427.0,2035451.0,5.52
Suécia,2007,398060.0,2208113.0,5.55
Suécia,2008,395083.0,2350118.0,5.95
Suécia,2009,412175.0,2297147.0,5.57
Suécia,2010,430589.0,2386018.0,5.54
Suécia,2011,378557.0,2155631.0,5.69
Suécia,2012,380061.0,2162732.0,5.69
Suécia,2013,380502.0,3755429.0,9.87
Suécia,2014,396127.0,2425681.0,6.12
Suécia,2015,405497.0,2426497.0,5.98
Suécia,2016,403674.0,2415665.0,5.98
Suécia,2017,390017.0,2287407.0,5.86
Suécia,2018,437788.0,2682008.0,6.13
Suécia,2019,720794.0,2961344.0,4.11
Suécia,2020,701849.0,2962231.0,4.22
Suécia,2021,596221.0,3445677.0,5.78
Suécia,2022,429680.0,2489654.0,5.79
Suécia,2023,389700.0,2445868.0,6.28
Suécia,2024,387319.0,2253440.0,5.82
Suécia,2025,468005.0,2791509.0,5.96
Suíça,2006,1211913.0,5732895.0,4.73
Suíça,2007,1445769.0,6619833.0,4.58
Suíça,2008,1567135.0,6933158.0,4.42
Suíça,2009,1363821.0,6040653.0,4.43
Suíça,2010,1196923.0,6120382.0,5.11
Suíça,2011,1251932.0,6492539.0,5.19
Suíça,2012,1281808.0,6658195.0,5.19
Suíça,2013,1379267.0,7455629.0,5.41
Suíça,2014,1536979.0,8195118.0,5.33
Suíça,2015,1540750.0,8582694.0,5.57
Suíça,2016,1691213.0,9622969.0,5.69
Suíça,2017,1670859.0,9068418.0,5.43
Suíça,2018,1755232.0,9559492.0,5.45
Suíça,2019,1808435.0,10091180.0,5.58
Suíça,2020,1807480.0,10046415.0,5.56
Suíça,2021,2173223.0,12154078.0,5.59
Suíça,2022,1813675.0,10725996.0,5.91
Suíça,2023,1721702.0,10493369.0,6.09
Suíça,2024,1508672.0,9354220.0,6.2
Suíça,2025,1467125.0,9826920.0,6.7
São Bartolomeu,2014,140.0,578.0,4.14
São Bartolomeu,2015,86.0,743.0,8.68
São Bartolomeu,2018,270.0,10.0,0.04
São Bartolomeu,2025,1800.0,19920.0,11.07
São Cristóvão e Neve,2023,413.0,3588.0,8.7
São Cristóvão e Neve,2024,387.0,2730.0,7.05
São Martinho,2015,803.0,6455.0,8.04
São Martinho,2016,288.0,2189.0,7.6
São Martinho,2017,27.0,440.0,16.3
São Martinho,2018,23.0,275.0,12.22
São Martinho,2019,45.0,852.0,18.93
São Martinho,2020,9.0,114.0,12.67
São Martinho,2021,27.0,448.0,16.59
São Martinho,2022,27.0,463.0,17.16
São Martinho,2023,36.0,679.0,18.86
São Martinho,2024,104.0,2015.0,19.47
São Martinho,2025,1481.0,16601.0,11.21
São Tomé e Príncipe,2006,14603.0,21064.0,1.44
São Tomé e Príncipe,2007,2430.0,6798.0,2.8
São Tomé e Príncipe,2008,6645.0,12511.0,1.88
São Tomé e Príncipe,2009,4982.0,13413.0,2.69
São Tomé e Príncipe,2010,11205.0,26434.0,2.36
São Tomé e Príncipe,2011,11768.0,24223.0,2.06
São Tomé e Príncipe,2012,14684.0,33534.0,2.28
São Tomé e Príncipe,2013,1125.0,4399.0,3.91
São Tomé e Príncipe,2014,2138.0,6045.0,2.83
São Tomé e Príncipe,2015,3668.0,10769.0,2.94
São Tomé e Príncipe,2016,5387.0,13035.0,2.42
São Tomé e Príncipe,2017,3924.0,10970.0,2.8
São Tomé e Príncipe,2018,5681.0,16600.0,2.92
São Tomé e Príncipe,2019,7280.0,17319.0,2.38
São Tomé e Príncipe,2020,450.0,3037.0,6.75
São Tomé e Príncipe,2021,968.0,3028.0,3.13
São Tomé e Príncipe,2022,905.0,3862.0,4.27
São Tomé e Príncipe,2023,68.0,450.0,6.67
São Tomé e Príncipe,2024,180.0,497.0,2.76
São Tomé e Príncipe,2025,1125.0,4275.0,3.8
São Vicente e Granad,2018,563.0,9022.0,16.04
São Vicente e Granad,2019,1548.0,10202.0,6.59
São Vicente e Granad,2021,1710.0,8664.0,5.07
São Vicente e Granad,2022,608.0,3301.0,5.43
São Vicente e Granad,2023,288.0,2272.0,7.89
São Vicente e Granad,2024,653.0,5253.0,8.05
São Vicente e Granad,2025,563.0,3468.0,6.16
Sérvia,2015,6975.0,31651.0,4.54
Sérvia,2016,8656.0,51591.0,5.96
Sérvia,2017,6673.0,42242.0,6.33
Sérvia,2018,6556.0,44997.0,6.86
Sérvia,2019,4306.0,30926.0,7.18
Sérvia,2020,7188.0,36953.0,5.14
Sérvia,2021,7893.0,61875.0,7.84
Sérvia,2022,24896.0,141177.0,5.67
Sérvia,2023,15773.0,116064.0,7.36
Sérvia,2024,26492.0,161341.0,6.09
Sérvia,2025,28066.0,209807.0,7.48
Sérvia e Montenegro,2006,4257.0,7434.0,1.75
Sérvia e Montenegro,2007,7216.0,46887.0,6.5
Sérvia e Montenegro,2008,3065.0,20677.0,6.75
Sérvia e Montenegro,2009,4988.0,31176.0,6.25
Sérvia e Montenegro,2010,2160.0,7268.0,3.36
Sérvia e Montenegro,2011,10886.0,72097.0,6.62
Sérvia e Montenegro,2012,6782.0,38340.0,5.65
Sérvia e Montenegro,2013,10230.0,38862.0,3.8
Sérvia e Montenegro,2014,9889.0,45898.0,4.64
Sérvia e Montenegro,2015,1598.0,6247.0,3.91
TOTAIS,2006,123470575.0,468316800.0,3.79
TOTAIS,2007,131752869.0,498771604.0,3.79
TOTAIS,2008,123938045.0,471370300.0,3.8
TOTAIS,2009,112960747.0,444229451.0,3.93
TOTAIS,2010,115045520.0,470911755.0,4.09
TOTAIS,2011,111277762.0,455583556.0,4.09
TOTAIS,2012,112612797.0,462908929.0,4.11
TOTAIS,2013,111357571.0,482314384.0,4.33
TOTAIS,2014,114427628.0,493610927.0,4.31
TOTAIS,2015,115507636.0,508728667.0,4.4
TOTAIS,2016,119383723.0,533254930.0,4.47
TOTAIS,2017,122276640.0,553785874.0,4.53
TOTAIS,2018,120557156.0,554857248.0,4.6
TOTAIS,2019,118711243.0,569690083.0,4.8
TOTAIS,2020,111947915.0,516767170.0,4.62
TOTAIS,2021,124054975.0,604439700.0,4.87
TOTAIS,2022,122273010.0,623395568.0,5.1
TOTAIS,2023,115832584.0,616641078.0,5.32
TOTAIS,2024,114884108.0,623813515.0,5.43
TOTAIS,2025,115340460.0,620691781.0,5.38
Tailândia,2006,7808.0,45849.0,5.87
Tailândia,2007,5598.0,30976.0,5.53
Tailândia,2008,8021.0,38663.0,4.82
Tailândia,2009,6102.0,38397.0,6.29
Tailândia,2010,4590.0,27565.0,6.01
Tailândia,2011,7875.0,44254.0,5.62
Tailândia,2012,8624.0,51401.0,5.96
Tailândia,2013,6611.0,35198.0,5.32
Tailândia,2014,8946.0,53620.0,5.99
Tailândia,2015,5756.0,42968.0,7.47
Tailândia,2016,11108.0,75830.0,6.83
Tailândia,2017,10928.0,66556.0,6.09
Tailândia,2018,11817.0,84483.0,7.15
Tailândia,2019,6665.0,50916.0,7.64
Tailândia,2020,9383.0,80412.0,8.57
Tailândia,2021,5969.0,42818.0,7.17
Tailândia,2022,17401.0,142373.0,8.18
Tailândia,2023,13320.0,112763.0,8.47
Tailândia,2024,18539.0,139112.0,7.5
Tailândia,2025,19694.0,145407.0,7.38
Taiwan,2006,13129.0,102201.0,7.78
Taiwan,2007,10828.0,83943.0,7.75
Taiwan,2008,13037.0,108683.0,8.34
Taiwan,2009,14345.0,106454.0,7.42
Taiwan,2010,19468.0,171969.0,8.83
Taiwan,2011,20482.0,171872.0,8.39
Taiwan,2012,26291.0,250469.0,9.53
Taiwan,2013,24763.0,245668.0,9.92
Taiwan,2014,26737.0,264190.0,9.88
Taiwan,2015,30641.0,368437.0,12.02
Taiwan,2016,61853.0,385192.0,6.23
Taiwan,2017,55169.0,511452.0,9.27
Taiwan,2018,42413.0,360769.0,8.51
Taiwan,2019,36533.0,354399.0,9.7
Taiwan,2020,36547.0,294177.0,8.05
Taiwan,2021,50307.0,498957.0,9.92
Taiwan,2022,49245.0,428448.0,8.7
Taiwan,2023,30091.0,282381.0,9.38
Taiwan,2024,30201.0,334264.0,11.07
Taiwan,2025,30812.0,330568.0,10.73
Tanzânia,2014,2.0,0.0,
Tanzânia,2017,120.0,6780.0,56.5
Território Britânico,2017,25920.0,51494.0,1.99
Território Britânico,2020,3.0,0.0,
Território Britânico,2023,581.0,2627.0,4.53
Timor-Leste,2006,3398.0,16709.0,4.92
Timor-Leste,2007,6039.0,40557.0,6.72
Timor-Leste,2008,4424.0,24686.0,5.58
Timor-Leste,2009,5265.0,22880.0,4.35
Timor-Leste,2010,9284.0,58540.0,6.31
Timor-Leste,2011,3312.0,17612.0,5.32
Timor-Leste,2012,17449.0,54276.0,3.11
Timor-Leste,2013,9374.0,41152.0,4.39
Timor-Leste,2014,7070.0,29584.0,4.18
Timor-Leste,2015,10751.0,44065.0,4.1
Timor-Leste,2016,15098.0,62941.0,4.17
Timor-Leste,2017,10823.0,61378.0,5.67
Timor-Leste,2018,6461.0,31715.0,4.91
Timor-Leste,2019,5948.0,35008.0,5.89
Timor-Leste,2020,3411.0,18067.0,5.3
Timor-Leste,2021,9734.0,41689.0,4.28
Timor-Leste,2022,4638.0,39311.0,8.48
Timor-Leste,2023,11798.0,77940.0,6.61
Timor-Leste,2024,5010.0,38270.0,7.64
Timor-Leste,2025,5039.0,35948.0,7.13
Togo,2025,450.0,3186.0,7.08
Trindade e Tobago,2006,4572.0,25702.0,5.62
Trindade e Tobago,2007,11310.0,51192.0,4.53
Trindade e Tobago,2008,7568.0,38941.0,5.15
Trindade e Tobago,2009,15345.0,70005.0,4.56
Trindade e Tobago,2010,10220.0,45552.0,4.46
Trindade e Tobago,2011,21683.0,134793.0,6.22
Trindade e Tobago,2012,15701.0,89542.0,5.7
Trindade e Tobago,2013,17448.0,96895.0,5.55
Trindade e Tobago,2014,18958.0,98918.0,5.22
Trindade e Tobago,2015,14096.0,73004.0,5.18
Trindade e Tobago,2016,7928.0,43252.0,5.46
Trindade e Tobago,2017,13571.0,77734.0,5.73
Trindade e Tobago,2018,8604.0,44854.0,5.21
Trindade e Tobago,2019,9200.0,58917.0,6.4
Trindade e Tobago,2020,7569.0,38165.0,5.04
Trindade e Tobago,2021,9506.0,57152.0,6.01
Trindade e Tobago,2022,16097.0,102712.0,6.38
Trindade e Tobago,2023,11227.0,87758.0,7.82
Trindade e Tobago,2024,17244.0,153215.0,8.89
Trindade e Tobago,2025,8387.0,73120.0,8.72
Turquia,2006,1575.0,8059.0,5.12
Turquia,2007,5481.0,23365.0,4.26
Turquia,2008,2030.0,10143.0,5.0
Turquia,2009,3317.0,12341.0,3.72
Turquia,2010,5993.0,35895.0,5.99
Turquia,2011,3474.0,19807.0,5.7
Turquia,2012,7668.0,59805.0,7.8
Turquia,2013,6408.0,49989.0,7.8
Turquia,2014,11763.0,70758.0,6.02
Turquia,2015,14621.0,106045.0,7.25
Turquia,2016,14193.0,109072.0,7.68
Turquia,2017,13131.0,91552.0,6.97
Turquia,2018,13032.0,93592.0,7.18
Turquia,2019,14406.0,101324.0,7.03
Turquia,2020,5175.0,29274.0,5.66
Turquia,2021,8960.0,55774.0,6.23
Turquia,2022,19274.0,134286.0,6.97
Turquia,2023,22923.0,162811.0,7.1
Turquia,2024,20853.0,172110.0,8.25
Turquia,2025,19629.0,157280.0,8.01
Ucrânia,2006,3006.0,31269.0,10.4
Ucrânia,2007,4608.0,52103.0,11.31
Ucrânia,2008,3128.0,51791.0,16.56
Ucrânia,2009,6458.0,65958.0,10.21
Ucrânia,2010,11337.0,76920.0,6.79
Ucrânia,2011,30314.0,213879.0,7.06
Ucrânia,2012,37416.0,212203.0,5.67
Ucrânia,2013,32712.0,214461.0,6.56
Ucrânia,2014,55712.0,306866.0,5.51
Ucrânia,2015,32125.0,189265.0,5.89
Ucrânia,2016,67047.0,362316.0,5.4
Ucrânia,2017,53114.0,292282.0,5.5
Ucrânia,2018,95532.0,538295.0,5.63
Ucrânia,2019,122074.0,623159.0,5.1
Ucrânia,2020,163377.0,773275.0,4.73
Ucrânia,2021,183171.0,896481.0,4.89
Ucrânia,2022,98154.0,466503.0,4.75
Ucrânia,2023,183188.0,881116.0,4.81
Ucrânia,2024,167423.0,793662.0,4.74
Ucrânia,2025,150779.0,779325.0,5.17
Uganda,2018,61.0,239.0,3.93
Uganda,2020,101.0,495.0,4.89
Uganda,2021,56.0,750.0,13.33
Uganda,2022,70.0,930.0,13.33
Uganda,2023,72.0,850.0,11.8
Uruguai,2006,13455.0,67334.0,5.0
Uruguai,2007,42323.0,268652.0,6.35
Uruguai,2008,15638.0,96457.0,6.17
Uruguai,2009,23238.0,121267.0,5.22
Uruguai,2010,24367.0,148431.0,6.09
Uruguai,2011,35819.0,172192.0,4.81
Uruguai,2012,14286.0,107054.0,7.49
Uruguai,2013,33686.0,193796.0,5.75
Uruguai,2014,27947.0,160899.0,5.76
Uruguai,2015,6910.0,58770.0,8.51
Uruguai,2016,11376.0,116833.0,10.27
Uruguai,2017,21792.0,161868.0,7.43
Uruguai,2018,17080.0,91164.0,5.34
Uruguai,2019,13514.0,110123.0,8.15
Uruguai,2020,9027.0,125350.0,13.89
Uruguai,2021,31646.0,326934.0,10.33
Uruguai,2022,26822.0,324439.0,12.1
Uruguai,2023,19134.0,290419.0,15.18
Uruguai,2024,16697.0,311608.0,18.66
Uruguai,2025,31890.0,508555.0,15.95
Usbequistão,2019,203.0,1367.0,6.75
Usbequistão,2021,270.0,1764.0,6.53
Usbequistão,2024,1710.0,13715.0,8.02
Usbequistão,2025,248.0,1710.0,6.91
Venezuela,2006,143398.0,686404.0,4.79
Venezuela,2007,77622.0,423107.0,5.45
Venezuela,2008,56162.0,235960.0,4.2
Venezuela,2009,83066.0,368192.0,4.43
Venezuela,2010,65293.0,285314.0,4.37
Venezuela,2011,125077.0,516201.0,4.13
Venezuela,2012,164457.0,717437.0,4.36
Venezuela,2013,44549.0,207987.0,4.67
Venezuela,2014,43515.0,180366.0,4.14
Venezuela,2015,5675.0,21079.0,3.71
Venezuela,2016,12251.0,54859.0,4.48
Venezuela,2017,7772.0,39539.0,5.09
Venezuela,2018,866.0,3824.0,4.41
Venezuela,2019,225.0,795.0,3.53
Venezuela,2020,4842.0,16125.0,3.33
Venezuela,2021,7281.0,25812.0,3.55
Venezuela,2022,10890.0,46073.0,4.23
Venezuela,2023,10341.0,51478.0,4.98
Venezuela,2024,18009.0,109939.0,6.1
Venezuela,2025,6759.0,40680.0,6.02
Vietname,2006,2265.0,11042.0,4.88
Vietname,2007,705.0,12036.0,17.07
Vietname,2008,3968.0,21317.0,5.37
Vietname,2009,2228.0,5436.0,2.44
Vietname,2010,2816.0,15234.0,5.41
Vietname,2011,1422.0,14496.0,10.19
Vietname,2012,342.0,2604.0,7.61
Vietname,2013,911.0,12340.0,13.55
Vietname,2014,396.0,3554.0,8.98
Vietname,2015,954.0,7270.0,7.62
Vietname,2016,2030.0,16850.0,8.3
Vietname,2017,1814.0,14846.0,8.19
Vietname,2018,2386.0,25230.0,10.58
Vietname,2019,1632.0,14008.0,8.58
Vietname,2020,2349.0,13574.0,5.78
Vietname,2021,558.0,3161.0,5.66
Vietname,2022,2036.0,18847.0,9.26
Vietname,2023,5441.0,46447.0,8.54
Vietname,2024,2588.0,29435.0,11.38
Vietname,2025,4217.0,39713.0,9.42
Zimbabué,2015,63.0,102.0,1.63
Zimbabué,2016,395.0,575.0,1.45
Zimbabué,2019,63.0,3255.0,51.67
Zâmbia,2015,315.0,13200.0,41.9
Zâmbia,2016,266.0,9360.0,35.25
Zâmbia,2017,237.0,8800.0,37.13
Zâmbia,2018,126.0,5730.0,45.48
Zâmbia,2019,126.0,6510.0,51.67
África do Sul,2006,24999.0,136632.0,5.47
África do Sul,2007,23823.0,106834.0,4.48
África do Sul,2008,26444.0,155895.0,5.9
África do Sul,2009,24080.0,121934.0,5.06
África do Sul,2010,9305.0,49441.0,5.31
África do Sul,2011,19737.0,115206.0,5.84
África do Sul,2012,21092.0,127702.0,6.05
África do Sul,2013,19628.0,87793.0,4.47
África do Sul,2014,38741.0,220335.0,5.69
África do Sul,2015,31968.0,202933.0,6.35
África do Sul,2016,14963.0,68692.0,4.59
África do Sul,2017,30513.0,203875.0,6.68
África do Sul,2018,31195.0,145714.0,4.67
África do Sul,2019,9810.0,67921.0,6.92
África do Sul,2020,3383.0,24012.0,7.1
África do Sul,2021,24212.0,138428.0,5.72
África do Sul,2022,35463.0,223189.0,6.29
África do Sul,2023,18808.0,92537.0,4.92
África do Sul,2024,24190.0,159225.0,6.58
África do Sul,2025,10157.0,57875.0,5.7
Áustria,2006,149022.0,839493.0,5.63
Áustria,2007,170137.0,946075.0,5.56
Áustria,2008,183077.0,1019022.0,5.57
Áustria,2009,160871.0,904897.0,5.62
Áustria,2010,189436.0,1067419.0,5.63
Áustria,2011,202188.0,1116025.0,5.52
Áustria,2012,216746.0,1203523.0,5.55
Áustria,2013,209696.0,1240184.0,5.91
Áustria,2014,249763.0,1495749.0,5.99
Áustria,2015,253655.0,1480183.0,5.84
Áustria,2016,260982.0,1615926.0,6.19
Áustria,2017,271939.0,1739801.0,6.4
Áustria,2018,245542.0,1489211.0,6.07
Áustria,2019,248475.0,1571807.0,6.33
Áustria,2020,202455.0,1284428.0,6.34
Áustria,2021,209730.0,1481932.0,7.07
Áustria,2022,306417.0,2088695.0,6.82
Áustria,2023,240677.0,1585737.0,6.59
Áustria,2024,279947.0,1730891.0,6.18
Áustria,2025,350669.0,1886385.0,5.38
Índia,2006,2305.0,37535.0,16.29
Índia,2007,1008.0,10514.0,10.43
Índia,2008,432.0,1968.0,4.56
Índia,2009,1663.0,3826.0,2.3
Índia,2010,2097.0,12747.0,6.08
Índia,2011,3524.0,25248.0,7.17
Índia,2012,914.0,10722.0,11.74
Índia,2013,2021.0,16144.0,7.99
Índia,2014,1288.0,25786.0,20.02
Índia,2015,1081.0,5748.0,5.32
Índia,2016,1073.0,11141.0,10.39
Índia,2017,4825.0,15153.0,3.14
Índia,2018,2189.0,16647.0,7.61
Índia,2019,2091.0,10984.0,5.25
Índia,2020,1112.0,9046.0,8.14
Índia,2021,3731.0,19245.0,5.16
Índia,2022,8190.0,55003.0,6.72
Índia,2023,2175.0,18246.0,8.39
Índia,2024,14957.0,68472.0,4.58
Índia,2025,1517.0,3849.0,2.54
